File-Size(KB) our_baseline(%) ctx_cs_nhd(%) sc_ncs_nhd(%) sc_cs_nhd(%) sc_cs_hd(%) hardened(%) 
         1     103.28     118.48     129.67     136.16     136.28     155.25 
         2      100.3     122.37     117.93     125.63     133.73     149.84 
         4     100.96      114.0     117.05      128.5     126.95     144.09 
         8     100.26     114.08     117.66     122.75     121.51     142.98 
        16     100.03     112.21     119.42     116.37     119.21     134.12 
        32     102.41     115.39     113.34     112.59     118.79     126.53 
        64      101.7     113.87     114.46     108.52     111.07     125.71 
       128     103.78     118.03     118.94     112.98     110.13     124.85 
